ts,lap_count,lap_time,valid,infeasible_count,mean_abs_n,max_abs_n,p95_abs_n,max_ay_usage,mean_ay_usage,max_abs_slip_f,max_abs_slip_r,u_steer_rate_rms,omega_oscillation_hz,solve_p50_ms,solve_p99_ms,vx_mean,vx_max,applied_diff_json,state
1777456661.113,-1,90.0000,1,0,0.6172,1.4740,1.2609,0.000,0.000,0.0000,0.0000,0.1552,0.00,0.00,0.00,1.886,2.408,{},WARMUP
1777456687.702,2,44.4590,1,0,0.6091,1.4740,1.2607,0.000,0.000,0.0000,0.0000,0.1550,0.00,0.00,0.00,1.886,2.405,{},ACTIVE
1777456732.229,3,44.4752,1,0,0.6071,1.4724,1.2587,0.000,0.000,0.0000,0.0000,0.1449,0.00,0.00,0.00,1.884,2.394,"{""qV"":{""old"":0.2,""new"":0.216,""mult"":1.08,""rules"":[""speed_headroom""],""clamped"":false},""v_max"":{""old"":3.0,""new"":3.15,""mult"":1.05,""rules"":[""speed_headroom""],""clamped"":false},""qC"":{""old"":0.1,""new"":0.1,""mult"":0.8,""rules"":[""corner_exit_understeer"",""corner_explore_lower_qC""],""clamped"":true},""qMu"":{""old"":0.5,""new"":0.6,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""qC_term"":{""old"":10.0,""new"":9.2,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false},""qL_term"":{""old"":1.0,""new"":0.92,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777456776.688,4,44.4472,1,0,0.6088,1.4895,1.2761,0.000,0.000,0.0000,0.0000,0.1472,0.00,0.00,0.00,1.889,2.396,"{""qV"":{""old"":0.216,""new"":0.23328,""mult"":1.08,""rules"":[""speed_headroom""],""clamped"":false},""v_max"":{""old"":3.15,""new"":3.3075,""mult"":1.05,""rules"":[""speed_headroom""],""clamped"":false},""qC"":{""old"":0.1,""new"":0.1,""mult"":0.8,""rules"":[""corner_exit_understeer"",""corner_explore_lower_qC""],""clamped"":true},""qMu"":{""old"":0.6,""new"":0.72,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""qC_term"":{""old"":9.2,""new"":8.464,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false},""qL_term"":{""old"":0.92,""new"":0.8464,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777456821.046,5,44.3464,1,0,0.6113,1.5112,1.2960,0.000,0.000,0.0000,0.0000,0.1514,0.00,0.00,0.00,1.897,2.437,"{""track_slack_penalty"":{""old"":1000.0,""new"":1200.0,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":3.3075,""new"":3.142125,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777457894.414,2,44.2985,1,0,0.6229,1.5015,1.3030,0.000,0.000,0.0000,0.0000,0.1456,0.00,0.00,0.00,1.902,2.443,{},WARMUP
1777457938.697,3,44.2644,1,0,0.6272,1.4981,1.3030,0.000,0.000,0.0000,0.0000,0.1429,0.00,0.00,0.00,1.903,2.434,{},ACTIVE
1777457983.051,4,44.3162,1,0,0.6284,1.5078,1.3087,0.000,0.000,0.0000,0.0000,0.1501,0.00,0.00,0.00,1.900,2.427,"{""track_slack_penalty"":{""old"":1200.0,""new"":1440.0,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":3.14213,""new"":2.985023,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777458027.305,5,44.2354,1,0,0.6286,1.5045,1.3054,0.000,0.000,0.0000,0.0000,0.1481,0.00,0.00,0.00,1.904,2.408,"{""track_slack_penalty"":{""old"":1440.0,""new"":1728.0,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.985023,""new"":2.835772,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777458071.624,6,44.3158,1,0,0.6265,1.5067,1.3014,0.000,0.000,0.0000,0.0000,0.1461,0.00,0.00,0.00,1.900,2.396,"{""track_slack_penalty"":{""old"":1728.0,""new"":2073.6,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.835772,""new"":2.693984,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777458115.902,7,44.2657,1,0,0.6315,1.5110,1.3054,0.000,0.000,0.0000,0.0000,0.1454,0.00,0.00,0.00,1.903,2.355,"{""track_slack_penalty"":{""old"":2073.6,""new"":2488.32,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.693984,""new"":2.559285,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777458160.258,8,44.3165,1,0,0.6257,1.4992,1.3014,0.000,0.000,0.0000,0.0000,0.1393,0.00,0.00,0.00,1.899,2.328,"{""qV"":{""old"":0.23328,""new"":0.251942,""mult"":1.08,""rules"":[""speed_headroom""],""clamped"":false},""v_max"":{""old"":2.559285,""new"":2.687249,""mult"":1.05,""rules"":[""speed_headroom""],""clamped"":false},""qC"":{""old"":0.1,""new"":0.1,""mult"":0.8,""rules"":[""corner_exit_understeer"",""corner_explore_lower_qC""],""clamped"":true},""qMu"":{""old"":0.72,""new"":0.864,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""qC_term"":{""old"":8.464,""new"":7.78688,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false},""qL_term"":{""old"":0.8464,""new"":0.778688,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777458204.352,9,44.0856,1,0,0.6364,1.5206,1.3213,0.000,0.000,0.0000,0.0000,0.1930,0.00,0.00,0.00,1.914,2.364,"{""track_slack_penalty"":{""old"":2488.32,""new"":2985.984,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.687249,""new"":2.552886,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777458249.355,10,44.9942,1,0,0.6438,1.5277,1.3185,0.000,0.000,0.0000,0.0000,0.1614,0.00,0.00,0.00,1.860,2.465,"{""track_slack_penalty"":{""old"":2985.984,""new"":3583.1808,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.552886,""new"":2.425242,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777458294.361,11,44.9950,1,0,0.6358,1.5243,1.3127,0.000,0.000,0.0000,0.0000,0.1734,0.00,0.00,0.00,1.857,2.408,"{""track_slack_penalty"":{""old"":3583.1808,""new"":4299.81696,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.425242,""new"":2.30398,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777458339.310,12,44.9358,1,0,0.6455,1.5219,1.3152,0.000,0.000,0.0000,0.0000,0.1711,0.00,0.00,0.00,1.861,2.301,"{""track_slack_penalty"":{""old"":4299.81696,""new"":5159.780352,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.30398,""new"":2.188781,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777458384.264,13,44.9366,1,0,0.6595,1.5252,1.3143,0.000,0.000,0.0000,0.0000,0.1800,0.00,0.00,0.00,1.861,2.187,"{""track_slack_penalty"":{""old"":5159.780352,""new"":6191.736422,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.188781,""new"":2.079342,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777458429.276,14,44.9923,1,0,0.6617,1.5168,1.2999,0.000,0.000,0.0000,0.0000,0.1885,0.00,0.00,0.00,1.854,2.079,"{""track_slack_penalty"":{""old"":6191.736422,""new"":7430.083707,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.079342,""new"":1.975375,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777458474.810,15,45.5568,1,0,0.6840,1.4822,1.3273,0.000,0.000,0.0000,0.0000,0.1883,0.00,0.00,0.00,1.820,1.975,"{""qV"":{""old"":0.251942,""new"":0.272098,""mult"":1.08,""rules"":[""speed_headroom""],""clamped"":false},""v_max"":{""old"":1.975375,""new"":2.074144,""mult"":1.05,""rules"":[""speed_headroom""],""clamped"":false},""qC"":{""old"":0.1,""new"":0.1,""mult"":0.8,""rules"":[""corner_exit_understeer"",""corner_explore_lower_qC""],""clamped"":true},""qMu"":{""old"":0.864,""new"":1.0368,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""qC_term"":{""old"":7.78688,""new"":7.16393,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false},""qL_term"":{""old"":0.778688,""new"":0.716393,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777458519.701,16,44.8756,1,0,0.6662,1.5395,1.2962,0.000,0.000,0.0000,0.0000,0.3631,0.00,0.00,0.00,1.859,2.074,"{""track_slack_penalty"":{""old"":7430.083707,""new"":8916.100448,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.074144,""new"":1.970436,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777458566.056,17,46.3558,1,0,0.6861,1.4827,1.3785,0.000,0.000,0.0000,0.0000,0.1728,0.00,0.00,0.00,1.789,1.970,{},ACTIVE
1777458611.666,18,45.5964,1,0,0.6606,1.5335,1.3127,0.000,0.000,0.0000,0.0000,0.1813,0.00,0.00,0.00,1.832,2.074,"{""track_slack_penalty"":{""old"":7430.08,""new"":8916.096,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.07414,""new"":1.970433,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777458657.503,19,45.8338,1,0,0.6730,1.4793,1.3449,0.000,0.000,0.0000,0.0000,0.1591,0.00,0.00,0.00,1.810,1.970,"{""qV"":{""old"":0.272098,""new"":0.293866,""mult"":1.08,""rules"":[""speed_headroom""],""clamped"":false},""v_max"":{""old"":1.970433,""new"":2.068955,""mult"":1.05,""rules"":[""speed_headroom""],""clamped"":false},""qC"":{""old"":0.1,""new"":0.1,""mult"":0.8,""rules"":[""corner_exit_understeer"",""corner_explore_lower_qC""],""clamped"":true},""qMu"":{""old"":1.0368,""new"":1.24416,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""qC_term"":{""old"":7.16393,""new"":6.590815,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false},""qL_term"":{""old"":0.716393,""new"":0.659082,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777458703.169,20,45.6666,1,0,0.6453,1.5508,1.3199,0.000,0.000,0.0000,0.0000,0.2000,0.00,0.00,0.00,1.835,2.069,"{""track_slack_penalty"":{""old"":8916.096,""new"":10699.3152,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.068955,""new"":1.965507,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777458750.348,22,44.9667,1,0,0.6506,1.5443,1.3258,0.000,0.000,0.0000,0.0000,0.1846,0.00,0.00,0.00,1.867,2.068,"{""track_slack_penalty"":{""old"":8916.1,""new"":10699.32,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06895,""new"":1.965502,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777458795.719,23,45.3538,1,0,0.6722,1.4988,1.2879,0.000,0.000,0.0000,0.0000,0.1943,0.00,0.00,0.00,1.831,1.965,"{""qV"":{""old"":0.293866,""new"":0.317375,""mult"":1.08,""rules"":[""speed_headroom""],""clamped"":false},""v_max"":{""old"":1.965502,""new"":2.063778,""mult"":1.05,""rules"":[""speed_headroom""],""clamped"":false},""qC"":{""old"":0.1,""new"":0.1,""mult"":0.8,""rules"":[""corner_exit_understeer"",""corner_explore_lower_qC""],""clamped"":true},""qMu"":{""old"":1.24416,""new"":1.492992,""mult"":1.2,""rules"":[""corner_exit_understeer"",""corner_late_turn_in""],""clamped"":false},""qC_term"":{""old"":6.590815,""new"":6.06355,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false},""qL_term"":{""old"":0.659082,""new"":0.606355,""mult"":0.92,""rules"":[""preview_leak_early_turnin""],""clamped"":false}}",ACTIVE
1777458840.511,24,44.7853,1,0,0.6488,1.5730,1.2676,0.000,0.000,0.0000,0.0000,0.3457,0.00,0.00,0.00,1.864,2.063,"{""track_slack_penalty"":{""old"":10699.32,""new"":12839.184,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.063778,""new"":1.960589,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777458887.784,25,47.2766,1,0,0.6394,1.5607,1.3083,0.000,0.000,0.0000,0.0000,0.3927,0.00,0.00,0.00,1.782,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777458934.941,26,47.1443,1,0,0.6382,1.5533,1.3132,0.000,0.000,0.0000,0.0000,0.4032,0.00,0.00,0.00,1.787,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777458982.212,27,47.2660,1,0,0.6377,1.5623,1.3106,0.000,0.000,0.0000,0.0000,0.3046,0.00,0.00,0.00,1.782,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777459029.527,28,47.3158,1,0,0.6369,1.5559,1.3020,0.000,0.000,0.0000,0.0000,0.3800,0.00,0.00,0.00,1.779,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777459076.823,29,47.2845,1,0,0.6358,1.5604,1.3026,0.000,0.000,0.0000,0.0000,0.3708,0.00,0.00,0.00,1.779,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777459124.119,30,47.2963,1,0,0.6296,1.5619,1.3034,0.000,0.000,0.0000,0.0000,0.3091,0.00,0.00,0.00,1.780,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777459171.233,31,47.1044,1,0,0.6373,1.5662,1.3140,0.000,0.000,0.0000,0.0000,0.2834,0.00,0.00,0.00,1.788,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777459218.576,32,47.3460,1,0,0.6337,1.5596,1.2936,0.000,0.000,0.0000,0.0000,0.3587,0.00,0.00,0.00,1.777,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777459266.032,33,47.4243,1,0,0.6308,1.5640,1.2593,0.000,0.000,0.0000,0.0000,0.3317,0.00,0.00,0.00,1.769,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777459313.370,34,47.3356,1,0,0.6355,1.5580,1.2960,0.000,0.000,0.0000,0.0000,0.3304,0.00,0.00,0.00,1.778,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777459360.682,35,47.3051,1,0,0.6375,1.5564,1.3015,0.000,0.000,0.0000,0.0000,0.3284,0.00,0.00,0.00,1.781,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777459407.962,36,47.2766,1,0,0.6381,1.5577,1.2993,0.000,0.000,0.0000,0.0000,0.3568,0.00,0.00,0.00,1.779,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777459455.110,37,47.1428,1,0,0.6406,1.5591,1.3161,0.000,0.000,0.0000,0.0000,0.3847,0.00,0.00,0.00,1.789,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777459502.394,38,47.2752,1,0,0.6351,1.5645,1.2908,0.000,0.000,0.0000,0.0000,0.3533,0.00,0.00,0.00,1.779,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777459549.678,39,47.2767,1,0,0.6390,1.5579,1.2998,0.000,0.000,0.0000,0.0000,0.3511,0.00,0.00,0.00,1.780,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777459596.927,41,45.0806,1,0,0.6515,1.5565,1.3217,0.000,0.000,0.0000,0.0000,0.3122,0.00,0.00,0.00,1.863,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777459644.232,42,47.2944,1,0,0.6380,1.5616,1.3021,0.000,0.000,0.0000,0.0000,0.3471,0.00,0.00,0.00,1.780,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777459691.533,43,47.2950,1,0,0.6360,1.5556,1.2988,0.000,0.000,0.0000,0.0000,0.3648,0.00,0.00,0.00,1.780,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777459738.748,44,47.2179,1,0,0.6335,1.5565,1.2991,0.000,0.000,0.0000,0.0000,0.3305,0.00,0.00,0.00,1.782,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
1777459786.070,45,47.3162,1,0,0.6362,1.5661,1.3066,0.000,0.000,0.0000,0.0000,0.3666,0.00,0.00,0.00,1.779,2.063,"{""track_slack_penalty"":{""old"":10699.3,""new"":12839.16,""mult"":1.2,""rules"":[""safety_offtrack""],""clamped"":false},""v_max"":{""old"":2.06378,""new"":1.960591,""mult"":0.95,""rules"":[""safety_offtrack""],""clamped"":false}}",ACTIVE
